SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE,County_Source,COUNTY_SOURCE
PAST SALE,June-22-2021,Single Family Residential,716 50th St N,Great Falls,MT,59405,237000,3,2.0,Great Falls,1200,6098,2013,,198,,Sold,,,https://www.redfin.com/MT/Great-Falls/716-50th-St-N-59405/home/132194702,MRMLS,22106526,N,Y,47.5134036,-111.2235191,"Greenville County, SC","Greenville, SC"
PAST SALE,September-19-2022,Single Family Residential,1806 2nd Ave N,Great Falls,MT,59401,399900,5,2.0,Great Falls,2403,6098,1916,,166,,Sold,,,https://www.redfin.com/MT/Great-Falls/1806-2nd-Ave-N-59401/home/132162200,MRMLS,22203936,N,Y,47.5071487,-111.2758209,"Greenville County, SC","Greenville, SC"
PAST SALE,June-27-2022,Single Family Residential,812 48th St N,Great Falls,MT,59405,329900,4,2.0,Great Falls,1635,12632,2008,,202,,Sold,,,https://www.redfin.com/MT/Great-Falls/812-48th-St-N-59405/home/132068924,MRMLS,22204572,N,Y,47.5150006,-111.2257526,"Greenville County, SC","Greenville, SC"
PAST SALE,February-11-2022,Vacant Land,1803 Butte Ave,Black Eagle,MT,59414,32500,,,Black Eagle,,5662,,,,,Sold,,,https://www.redfin.com/MT/Black-Eagle/1803-Butte-Ave-59414/home/164842626,MRMLS,22118100,N,Y,47.5277737,-111.2780136,"Greenville County, SC","Greenville, SC"
PAST SALE,September-20-2022,Single Family Residential,3015 5th Ave N,Great Falls,MT,59401,219900,3,2.0,Great Falls,1452,7405,1950,,151,,Sold,,,https://www.redfin.com/MT/Great-Falls/3015-5th-Ave-N-59401/home/132123078,MRMLS,22212711,N,Y,47.5108133,-111.2546139,"Greenville County, SC","Greenville, SC"
PAST SALE,April-4-2022,Single Family Residential,3300 6th Ave N,Great Falls,MT,59401,350000,4,2.0,Great Falls,3086,7405,1957,,113,,Sold,,,https://www.redfin.com/MT/Great-Falls/3300-6th-Ave-N-59401/home/132186098,MRMLS,22201585,N,Y,47.511467,-111.2498368,"Greenville County, SC","Greenville, SC"
PAST SALE,,Single Family Residential,80 Willow Bend Ln,Cascade,MT,59421,480000,3,3.0,,3843,82764,2006,,125,,,,,https://www.redfin.com/MT/Cascade/80-Willow-Bend-Ln-59421/home/132133182,,,N,Y,47.2911102,-111.6806396,"Greenville County, SC","Greenville, SC"
PAST SALE,November-18-2021,Single Family Residential,47 Woodland Estates Rd,Great Falls,MT,59404,1250000,4,3.0,Great Falls,3716,1160438,1978,,336,,Sold,,,https://www.redfin.com/MT/Great-Falls/47-Woodland-Estates-Rd-59404/home/132159986,MRMLS,22114833,N,Y,47.4254618,-111.363904,"Greenville County, SC","Greenville, SC"
PAST SALE,April-27-2022,Single Family Residential,504 Riverview Blvd NW,Great Falls,MT,59404,265000,4,1.5,Great Falls,1728,8276,1959,,153,,Sold,,,https://www.redfin.com/MT/Great-Falls/504-Riverview-Blvd-59404/home/132107310,MRMLS,22203254,N,Y,47.5285099,-111.3180047,"Greenville County, SC","Greenville, SC"
PAST SALE,June-6-2022,Single Family Residential,701 36th Ave NE,Great Falls,MT,59404,268900,3,1.0,Great Falls,1700,10018,1970,,158,,Sold,,,https://www.redfin.com/MT/Great-Falls/701-36th-Ave-NE-59404/home/132180161,MRMLS,22204568,N,Y,47.5388664,-111.2974534,"Greenville County, SC","Greenville, SC"
PAST SALE,September-15-2021,Single Family Residential,15 30th St N,Great Falls,MT,59401,206900,4,2.0,Great Falls,2168,3049,1961,,95,,Sold,,,https://www.redfin.com/MT/Great-Falls/15-30th-St-N-59401/home/132045137,MRMLS,22112901,N,Y,47.5057453,-111.2552487,"Greenville County, SC","Greenville, SC"
PAST SALE,November-17-2022,Single Family Residential,121 Lake Flat Ln,Great Falls,MT,59404,285000,3,2.0,Great Falls,1768,217800,1982,,161,,Sold,,,https://www.redfin.com/MT/Great-Falls/121-Lake-Flat-Ln-59404/home/132157489,MRMLS,22214796,N,Y,47.612294,-111.2587582,"Greenville County, SC","Greenville, SC"
PAST SALE,August-26-2021,Single Family Residential,19 Teresa Ln,Great Falls,MT,59404,324900,5,3.0,Great Falls,3024,217800,1997,,107,,Sold,,,https://www.redfin.com/MT/Great-Falls/19-Teresa-Ln-59404/home/132150878,MRMLS,22110447,N,Y,47.5917608,-111.2590616,"Greenville County, SC","Greenville, SC"
PAST SALE,July-8-2022,Single Family Residential,2809 5th Ave S,Great Falls,MT,59405,289900,3,2.0,Great Falls,1696,7405,1951,,171,,Sold,,,https://www.redfin.com/MT/Great-Falls/2809-5th-Ave-S-59405/home/132169229,MRMLS,22207781,N,Y,47.4998075,-111.2584179,"Greenville County, SC","Greenville, SC"
PAST SALE,March-17-2023,Mobile/Manufactured Home,3026 9th Ave N,Great Falls,MT,59401,49900,3,2.0,Great Falls,1216,7405,1992,,41,,Sold,,,https://www.redfin.com/MT/Great-Falls/3026-9th-Ave-N-59401/home/132120229,MRMLS,22212255,N,Y,47.514696,-111.2539523,"Greenville County, SC","Greenville, SC"
PAST SALE,July-14-2022,Single Family Residential,3029 9th Ave S,Great Falls,MT,59405,235000,4,1.0,Great Falls,1632,,1954,,144,,Sold,,,https://www.redfin.com/MT/Great-Falls/3029-9th-Ave-S-59405/home/132150137,MRMLS,22209117,N,Y,47.4954257,-111.2534584,"Greenville County, SC","Greenville, SC"
PAST SALE,September-15-2022,Single Family Residential,30 N Cooper Ln,Cascade,MT,59421,929000,3,2.5,Cooper Estates,2341,64033,1973,,397,,Sold,,,https://www.redfin.com/MT/Cascade/30-N-Cooper-Ln-59421/home/132154982,BMTMLS,331656,N,Y,47.1412783,-111.8611054,"Greenville County, SC","Greenville, SC"
PAST SALE,February-9-2023,Single Family Residential,248 Cooper Dr,Cascade,MT,59421,495000,3,2.0,Cascade,1452,40510,2007,,341,,Sold,,,https://www.redfin.com/MT/Cascade/248-Cooper-Dr-59421/home/132006769,MRMLS,22212841,N,Y,47.1355994,-111.8645837,"Greenville County, SC","Greenville, SC"
PAST SALE,September-2-2022,Single Family Residential,3021 5th Ave S,Great Falls,MT,59405,177000,3,2.0,Great Falls,1150,7405,1950,,154,,Sold,,,https://www.redfin.com/MT/Great-Falls/3021-5th-Ave-S-59405/home/132043173,MRMLS,22209842,N,Y,47.4998222,-111.2542958,"Greenville County, SC","Greenville, SC"
PAST SALE,September-12-2022,Vacant Land,97 Upper Sawmill Creek Ln,Cascade,MT,59421,59900,,,Cascade,,358934,,,,,Sold,,,https://www.redfin.com/MT/Cascade/97-Upper-Sawmill-Creek-Ln-59421/home/164794581,MRMLS,22206690,N,Y,47.1801067,-111.94621,"Greenville County, SC","Greenville, SC"
PAST SALE,June-28-2021,Single Family Residential,3030 8th Ave S,Great Falls,MT,59405,281900,4,2.0,Great Falls,2902,12196,1954,,97,,Sold,,,https://www.redfin.com/MT/Great-Falls/3030-8th-Ave-S-59405/home/132100317,MRMLS,22108701,N,Y,47.4959939,-111.2534108,"Greenville County, SC","Greenville, SC"
PAST SALE,June-14-2022,Single Family Residential,402 Mountain View Dr,Cascade,MT,59421,379000,3,2.0,Cascade,1536,8712,2022,,247,,Sold,,,https://www.redfin.com/MT/Cascade/402-Mountain-View-Dr-59421/home/165324519,MRMLS,22202784,N,Y,47.2656221,-111.7031542,"Greenville County, SC","Greenville, SC"
PAST SALE,November-29-2021,Single Family Residential,3212 7th Ave S,Great Falls,MT,59405,239900,4,2.0,Great Falls,2366,7405,1954,,101,,Sold,,,https://www.redfin.com/MT/Great-Falls/3212-7th-Ave-S-59405/home/132175122,MRMLS,22113397,N,Y,47.4971055,-111.2512501,"Greenville County, SC","Greenville, SC"
PAST SALE,February-25-2022,Single Family Residential,216 4th St S,Cascade,MT,59421,394900,3,2.0,Cascade,1678,12632,2021,,235,,Sold,,,https://www.redfin.com/MT/Cascade/216-4th-St-S-59421/home/164844151,MRMLS,22117673,N,Y,47.2683086,-111.7061989,"Greenville County, SC","Greenville, SC"
PAST SALE,February-26-2021,Single Family Residential,212 3 St S,Cascade,MT,59421,199500,4,2.0,Cascade,2878,15681,1955,,69,,Sold,,,https://www.redfin.com/MT/Cascade/212-3rd-St-S-59421/home/131976130,MRMLS,22012309,N,Y,47.2744523,-111.7019731,"Greenville County, SC","Greenville, SC"
PAST SALE,February-8-2022,Single Family Residential,4245 Lewis Ave,Great Falls,MT,59405,255000,3,1.0,Great Falls,1056,7405,1959,,241,,Sold,,,https://www.redfin.com/MT/Great-Falls/4245-Lewis-Ave-59405/home/131982871,MRMLS,22118458,N,Y,47.5043521,-111.2316679,"Greenville County, SC","Greenville, SC"
PAST SALE,February-19-2021,Single Family Residential,616 35th St N,Great Falls,MT,59401,255000,5,2.5,Great Falls,2643,7405,1957,,96,,Sold,,,https://www.redfin.com/MT/Great-Falls/616-35th-St-N-59401/home/132089445,MRMLS,22100121,N,Y,47.5124635,-111.2469935,"Greenville County, SC","Greenville, SC"
PAST SALE,December-1-2022,Single Family Residential,9 Grandview Ct,Great Falls,MT,59404,730000,5,3.0,Great Falls,2725,71874,2022,,268,29,Sold,,,https://www.redfin.com/MT/Great-Falls/9-Grandview-Ct-59404/home/164800114,MRMLS,22208049,N,Y,47.4317083,-111.4397293,"Greenville County, SC","Greenville, SC"
PAST SALE,June-25-2021,Single Family Residential,148 Old Us Hwy 91,Ulm,MT,59485,595000,3,1.5,Ulm,1808,457380,1993,,329,,Sold,,,https://www.redfin.com/MT/Ulm/148-Old-US-Highway-91-59485/home/132055928,MRMLS,22019146,N,Y,47.416582,-111.526989,"Greenville County, SC","Greenville, SC"
PAST SALE,July-19-2021,Vacant Land,"369, 263, 257 Russell Ranch Ln",Great Falls,MT,59404,595000,,,Great Falls,,2613600,,,,339,Sold,,,https://www.redfin.com/MT/Great-Falls/257-Russell-Ranch-Ln-59405/home/168365804,BSCMLS,334200,N,Y,47.432853,-111.347757,"Greenville County, SC","Greenville, SC"
PAST SALE,March-17-2022,Single Family Residential,631 Beth Dr,Great Falls,MT,59405,275000,3,1.5,Great Falls,2288,13068,1957,,120,,Sold,,,https://www.redfin.com/MT/Great-Falls/631-Beth-Dr-59405/home/131984105,MRMLS,22200888,N,Y,47.4959328,-111.2366808,"Greenville County, SC","Greenville, SC"
PAST SALE,July-5-2022,Single Family Residential,340 Wilson Butte Rd,Great Falls,MT,59405,550000,4,3.0,Great Falls,4527,165092,1978,,121,,Sold,,,https://www.redfin.com/MT/Great-Falls/340-Wilson-Butte-Rd-59405/home/132135579,MRMLS,22206141,N,Y,47.4054341,-111.3031476,"Greenville County, SC","Greenville, SC"
PAST SALE,September-30-2022,Single Family Residential,741 46th St S,Great Falls,MT,59405,307000,3,2.0,Great Falls,2464,8712,1960,,125,,Sold,,,https://www.redfin.com/MT/Great-Falls/741-46th-St-S-59405/home/132084499,MRMLS,22211786,N,Y,47.4961485,-111.2303426,"Greenville County, SC","Greenville, SC"
PAST SALE,April-22-2022,Single Family Residential,8 Butch Cassidy Loop,Great Falls,MT,59405,629000,5,3.0,Great Falls,3576,217800,2015,,176,21,Sold,,,https://www.redfin.com/MT/Great-Falls/8-Butch-Cassidy-Loop-59405/home/132015329,MRMLS,22203119,N,Y,47.3763106,-111.2753261,"Greenville County, SC","Greenville, SC"
PAST SALE,May-5-2022,Single Family Residential,19 Waters Edge Ln,Great Falls,MT,59404,1095000,5,4.0,Great Falls,4412,181645,2004,,248,15,Sold,,,https://www.redfin.com/MT/Great-Falls/19-Waters-Edge-Ln-59404/home/132011676,MRMLS,22114162,N,Y,47.4156516,-111.3386395,"Greenville County, SC","Greenville, SC"
PAST SALE,June-2-2021,Single Family Residential,719 36th St N,Great Falls,MT,59401,272500,5,2.5,Great Falls,2880,7405,1956,,95,,Sold,,,https://www.redfin.com/MT/Great-Falls/719-36th-St-N-59401/home/132069476,MRMLS,22102726,N,Y,47.5135293,-111.2447051,"Greenville County, SC","Greenville, SC"
PAST SALE,May-25-2022,Single Family Residential,38 Crane Ave,Stockett,MT,59480,280000,4,2.0,Stockett,2024,25700,1967,,138,,Sold,,,https://www.redfin.com/MT/Stockett/38-Crane-Ave-59480/home/132137465,MRMLS,22202600,N,Y,47.3527144,-111.1665512,"Greenville County, SC","Greenville, SC"
PAST SALE,October-7-2022,Single Family Residential,305 Millard St,Belt,MT,59412,279000,3,2.0,Belt,1560,5227,1984,,179,,Sold,,,https://www.redfin.com/MT/Belt/305-Millard-St-N-59412/home/132006143,MRMLS,22212207,N,Y,47.3848021,-110.9242102,"Greenville County, SC","Greenville, SC"
PAST SALE,November-30-2021,Single Family Residential,821 48th St S,Great Falls,MT,59405,215000,4,2.5,Great Falls,1514,11325,1959,,142,,Sold,,,https://www.redfin.com/MT/Great-Falls/821-48th-St-S-59405/home/132107520,MRMLS,22116486,N,Y,47.4952866,-111.2273965,"Greenville County, SC","Greenville, SC"
PAST SALE,July-11-2022,Single Family Residential,43 Caragana Dr,Ulm,MT,59485,440000,4,3.0,Ulm,2988,68389,2001,,147,25,Sold,,,https://www.redfin.com/MT/Ulm/43-Caragana-Dr-59485/home/132138363,MRMLS,22207477,N,Y,47.44143,-111.509318,"Greenville County, SC","Greenville, SC"
PAST SALE,July-27-2021,Single Family Residential,313 2nd St N,Great Falls,MT,59401,389000,3,3.0,Great Falls,3476,3484,1908,,112,,Sold,,,https://www.redfin.com/MT/Great-Falls/313-2nd-St-N-59401/home/132047619,MRMLS,22108608,N,Y,47.5092674,-111.3040337,"Greenville County, SC","Greenville, SC"
PAST SALE,February-10-2022,Single Family Residential,28 Ulm Vaughn Rd,Ulm,MT,59485,429900,5,3.0,Ulm,2951,96703,2020,,146,13,Sold,,,https://www.redfin.com/MT/Ulm/28-Ulm-Vaughn-Rd-59485/home/176483777,MRMLS,22118530,N,Y,47.4387934,-111.507391,"Greenville County, SC","Greenville, SC"
PAST SALE,August-31-2021,Single Family Residential,517 4th Ave N,Great Falls,MT,59401,240000,4,2.0,Great Falls,4010,7405,1907,,60,,Sold,,,https://www.redfin.com/MT/Great-Falls/517-4th-Ave-N-59401/home/132168868,MRMLS,22110726,N,Y,47.5099574,-111.2979369,"Greenville County, SC","Greenville, SC"
PAST SALE,November-10-2021,Single Family Residential,25 Collins Rd,Ulm,MT,59485,388000,5,1.5,Ulm,2502,74923,1957,,155,,Sold,,,https://www.redfin.com/MT/Ulm/25-Collins-Rd-59485/home/132137472,MRMLS,22112730,N,Y,47.438087,-111.502416,"Greenville County, SC","Greenville, SC"
PAST SALE,April-26-2022,Multi-Family (2-4 Unit),411 10th St N,Great Falls,MT,59401,310000,8,4.0,Great Falls,3177,7840,,,98,,Sold,,,https://www.redfin.com/MT/Great-Falls/411-10th-St-N-59401/home/147440562,MRMLS,22202510,N,Y,47.5102959,-111.2900982,"Greenville County, SC","Greenville, SC"
PAST SALE,August-23-2021,Single Family Residential,517 5th St N,Great Falls,MT,59401,190000,4,1.0,Great Falls,2016,7405,1918,,94,,Sold,,,https://www.redfin.com/MT/Great-Falls/517-5th-St-N-59401/home/131990507,MRMLS,22110418,N,Y,47.5115787,-111.298792,"Greenville County, SC","Greenville, SC"
PAST SALE,July-30-2021,Single Family Residential,714 5th Ave N,Great Falls,MT,59401,249000,3,1.0,Great Falls,2864,7405,1916,,87,,Sold,,,https://www.redfin.com/MT/Great-Falls/714-5th-Ave-N-59401/home/132108318,MRMLS,22106408,N,Y,47.510565,-111.2946507,"Greenville County, SC","Greenville, SC"
PAST SALE,December-24-2021,Single Family Residential,1204 6th Ave N,Great Falls,MT,59401,260000,4,2.0,Great Falls,2068,4791,1920,,126,,Sold,,,https://www.redfin.com/MT/Great-Falls/1204-6th-Ave-N-59401/home/131965150,MRMLS,22117798,N,Y,47.5116244,-111.286405,"Greenville County, SC","Greenville, SC"
PAST SALE,August-17-2021,Single Family Residential,1127 4th Ave N,Great Falls,MT,59401,389000,7,3.5,Great Falls First Add,4570,7405,1900,,85,,Sold,,,https://www.redfin.com/MT/Great-Falls/1127-4th-Ave-N-59401/home/131958023,MRMLS,22109152,N,Y,47.509945,-111.2870546,"Greenville County, SC","Greenville, SC"
PAST SALE,October-14-2022,Single Family Residential,400 6th Ave N,Great Falls,MT,59401,439000,5,2.5,Great Falls Original,5237,7405,1895,,84,,Sold,,,https://www.redfin.com/MT/Great-Falls/400-6th-Ave-N-59401/home/131965206,MRMLS,22207432,N,Y,47.5116691,-111.3004848,"Greenville County, SC","Greenville, SC"
PAST SALE,February-26-2021,Single Family Residential,604 7th St N,Great Falls,MT,59401,159900,3,1.0,Great Falls,1076,6098,2008,,149,,Sold,,,https://www.redfin.com/MT/Great-Falls/604-7th-St-N-59401/home/131962813,MRMLS,22100870,N,Y,47.512162,-111.2957868,"Greenville County, SC","Greenville, SC"
PAST SALE,June-12-2023,Single Family Residential,707 6th Ave N,Great Falls,MT,59401,207000,4,3.0,Great Falls,1908,7500,1915,,108,,Sold,,,https://www.redfin.com/MT/Great-Falls/707-6th-Ave-N-59401/home/132161998,MRMLS,30003825,N,Y,47.5121161,-111.295042,"Greenville County, SC","Greenville, SC"
PAST SALE,May-19-2021,Single Family Residential,900 7th Ave N,Great Falls,MT,59401,188850,2,1.0,Great Falls,1036,7405,1904,,182,,Sold,,,https://www.redfin.com/MT/Great-Falls/900-7th-Ave-N-59401/home/132008451,MRMLS,22105593,N,Y,47.5127395,-111.2918429,"Greenville County, SC","Greenville, SC"
PAST SALE,May-27-2021,Single Family Residential,513 56th St S,Great Falls,MT,59405,245000,3,2.0,Great Falls,1889,7405,1972,,130,,Sold,,,https://www.redfin.com/MT/Great-Falls/513-56th-St-S-59405/home/132002783,MRMLS,22105678,N,Y,47.4988519,-111.2158996,"Greenville County, SC","Greenville, SC"
PAST SALE,July-18-2022,Single Family Residential,717 8th Ave N,Great Falls,MT,59401,287500,4,1.5,Great Falls,1787,11325,1894,,161,,Sold,,,https://www.redfin.com/MT/Great-Falls/717-8th-Ave-N-59401/home/132008427,MRMLS,22207114,N,Y,47.5142899,-111.2945783,"Greenville County, SC","Greenville, SC"
PAST SALE,January-28-2022,Single Family Residential,1121 7th Ave N,Great Falls,MT,59401,225000,3,2.0,Great Falls,2049,7405,1900,,110,,Sold,,,https://www.redfin.com/MT/Great-Falls/1121-7th-Ave-N-59401/home/132023161,MRMLS,22118197,N,Y,47.5131508,-111.2872513,"Greenville County, SC","Greenville, SC"
PAST SALE,November-5-2021,Single Family Residential,233 17th Ave NW,Great Falls,MT,59404,250000,4,2.0,Great Falls,2440,8276,1957,,102,,Sold,,,https://www.redfin.com/MT/Great-Falls/233-17th-Ave-NW-59404/home/131989357,MRMLS,22112139,N,Y,47.5217269,-111.3200957,"Greenville County, SC","Greenville, SC"
PAST SALE,October-13-2022,Single Family Residential,3917 14th Ave S,Great Falls,MT,59405,325000,4,3.0,Great Falls,2216,10890,1985,,147,,Sold,,,https://www.redfin.com/MT/Great-Falls/3917-14th-Ave-S-59405/home/131974027,MRMLS,22212716,N,Y,47.4894148,-111.238697,"Greenville County, SC","Greenville, SC"
PAST SALE,August-13-2021,Single Family Residential,1715 7th Ave N,Great Falls,MT,59401,249900,3,2.0,Great Falls,1942,7405,1910,,129,,Sold,,,https://www.redfin.com/MT/Great-Falls/1715-7th-Ave-N-59401/home/132016750,MRMLS,22110657,N,Y,47.513126,-111.2771762,"Greenville County, SC","Greenville, SC"
PAST SALE,August-19-2022,Single Family Residential,912 Ave C NW,Great Falls,MT,59404,287500,4,1.5,Great Falls,2016,7840,1972,,143,,Sold,,,https://www.redfin.com/MT/Great-Falls/912-Avenue-C-NW-59404/home/131944787,MRMLS,22209743,N,Y,47.5205633,-111.3282168,"Greenville County, SC","Greenville, SC"
PAST SALE,June-6-2022,Single Family Residential,983 Ave E NW,Great Falls,MT,59404,299000,3,2.5,Great Falls,1584,7840,1974,,189,,Sold,,,https://www.redfin.com/MT/Great-Falls/983-Avenue-E-NW-59404/home/131953302,MRMLS,22204352,N,Y,47.5213783,-111.3320608,"Greenville County, SC","Greenville, SC"
PAST SALE,September-27-2022,Single Family Residential,965 Ave D NW,Great Falls,MT,59404,288400,4,1.0,Great Falls,2016,7840,1973,,143,,Sold,,,https://www.redfin.com/MT/Great-Falls/965-Avenue-D-NW-59404/home/132081011,MRMLS,22210137,N,Y,47.5208989,-111.33099,"Greenville County, SC","Greenville, SC"
PAST SALE,July-30-2021,Single Family Residential,1420 11th St NW,Great Falls,MT,59404,360000,6,2.0,Great Falls,2640,7840,1975,,136,,Sold,,,https://www.redfin.com/MT/Great-Falls/1420-11th-St-NW-59404/home/131953256,MRMLS,22109238,N,Y,47.5213919,-111.3333539,"Greenville County, SC","Greenville, SC"
PAST SALE,April-13-2022,Single Family Residential,941 Ave E NW,Great Falls,MT,59404,292000,4,2.0,Great Falls,1560,7840,1974,,187,,Sold,,,https://www.redfin.com/MT/Great-Falls/941-Avenue-E-NW-59404/home/131945018,MRMLS,22201846,N,Y,47.5224089,-111.3296146,"Greenville County, SC","Greenville, SC"
PAST SALE,September-10-2021,Single Family Residential,3433 12th Ave Ave S,Great Falls,MT,59405,334900,4,2.0,Great Falls,2240,14810,1963,,150,,Sold,,,https://www.redfin.com/MT/Great-Falls/3433-12th-Ave-S-59405/home/131997897,MRMLS,22111238,N,Y,47.4917751,-111.2443673,"Greenville County, SC","Greenville, SC"
PAST SALE,March-11-2022,Single Family Residential,1237 6th Ave NW,Great Falls,MT,59404,115000,2,1.0,Great Falls,914,6534,1961,,126,,Sold,,,https://www.redfin.com/MT/Great-Falls/1237-6th-Ave-NW-59404/home/132132199,MRMLS,22201458,N,Y,47.513848,-111.3346039,"Greenville County, SC","Greenville, SC"
PAST SALE,June-21-2021,Single Family Residential,2116 Central Ave W,Great Falls,MT,59404,305000,5,2.5,Great Falls,2953,30927,1940,,103,,Sold,,,https://www.redfin.com/MT/Great-Falls/2116-Central-Ave-W-59404/home/131995357,MRMLS,22103408,N,Y,47.5075504,-111.3492547,"Greenville County, SC","Greenville, SC"
PAST SALE,June-7-2021,Single Family Residential,126 18th St SW,Great Falls,MT,59404,219900,2,1.0,Great Falls,2512,21780,1952,,88,,Sold,,,https://www.redfin.com/MT/Great-Falls/126-18th-St-SW-59404/home/132115902,MRMLS,22104911,N,Y,47.5055973,-111.3446695,"Greenville County, SC","Greenville, SC"
PAST SALE,January-3-2022,Single Family Residential,200 18th St SW,Great Falls,MT,59404,204000,3,1.0,Great Falls,1600,13503,1940,,128,,Sold,,,https://www.redfin.com/MT/Great-Falls/200-18th-St-SW-59404/home/132071718,MRMLS,22117895,N,Y,47.5047568,-111.3447287,"Greenville County, SC","Greenville, SC"
PAST SALE,November-23-2021,Single Family Residential,1501 High St,Great Falls,MT,59405,242500,4,2.0,Great Falls,1920,5662,1955,,126,,Sold,,,https://www.redfin.com/MT/Great-Falls/1501-High-St-59405/home/132069703,MRMLS,22116271,N,Y,47.4883137,-111.2806289,"Greenville County, SC","Greenville, SC"
PAST SALE,May-10-2022,Single Family Residential,733 14th St SW,Great Falls,MT,59404,249500,4,2.0,Great Falls,1680,13068,1940,,149,,Sold,,,https://www.redfin.com/MT/Great-Falls/733-14th-St-SW-59404/home/132025559,MRMLS,22203854,N,Y,47.498405,-111.3371575,"Greenville County, SC","Greenville, SC"
PAST SALE,May-13-2021,Single Family Residential,1017 1st Ave S,Great Falls,MT,59401,160000,4,2.0,Great Falls,2240,7405,1918,,71,,Sold,,,https://www.redfin.com/MT/Great-Falls/1017-1st-Ave-S-59401/home/132042747,MRMLS,22100367,N,Y,47.5043762,-111.2892844,"Greenville County, SC","Greenville, SC"
PAST SALE,November-12-2021,Single Family Residential,1317 14th St S,Great Falls,MT,59405,270000,3,2.0,Great Falls,1920,5662,1958,,141,,Sold,,,https://www.redfin.com/MT/Great-Falls/1317-14th-St-S-59405/home/132150318,MRMLS,22115055,N,Y,47.4898228,-111.2832337,"Greenville County, SC","Greenville, SC"
PAST SALE,September-27-2022,Single Family Residential,1113 3rd Ave N,Great Falls,MT,59401,172900,3,1.5,Great Falls,1948,3920,1897,,89,,Sold,,,https://www.redfin.com/MT/Great-Falls/1113-3rd-Ave-N-59401/home/132148120,MRMLS,22212866,N,Y,47.5087552,-111.2877634,"Greenville County, SC","Greenville, SC"
PAST SALE,November-12-2021,Multi-Family (2-4 Unit),112-18 12th St N,Great Falls,MT,59401,275000,7,4.0,Great Falls,3406,6969,1924,,81,,Sold,,,https://www.redfin.com/MT/Great-Falls/112-12th-St-N-59401/home/147437588,MRMLS,22112176,N,Y,47.50697,-111.287051,"Greenville County, SC","Greenville, SC"
PAST SALE,May-18-2022,Single Family Residential,1708 Whispering Ridge Dr,Great Falls,MT,59405,469900,4,3.0,Great Falls,2604,22215,2006,,180,,Sold,,,https://www.redfin.com/MT/Great-Falls/1708-Whispering-Ridge-Dr-59405/home/132085670,MRMLS,22203282,N,Y,47.4854586,-111.2444337,"Greenville County, SC","Greenville, SC"
PAST SALE,December-3-2021,Single Family Residential,411 5th Ave S,Great Falls,MT,59405,144913,1,1.0,Great Falls,731,7405,1890,,198,,Sold,,,https://www.redfin.com/MT/Great-Falls/411-5th-Ave-S-59405/home/132002064,MRMLS,22116733,N,Y,47.5000337,-111.3001726,"Greenville County, SC","Greenville, SC"
PAST SALE,May-19-2022,Single Family Residential,518 5th Ave S,Great Falls,MT,59405,227000,5,3.0,Great Falls,2600,7405,1900,,87,,Sold,,,https://www.redfin.com/MT/Great-Falls/518-5th-Ave-S-59405/home/132057048,MRMLS,22203125,N,Y,47.499472,-111.298038,"Greenville County, SC","Greenville, SC"
PAST SALE,September-17-2021,Townhouse,1103 9th Ave S,Great Falls,MT,59405,189900,3,1.0,Great Falls,1136,5227,2015,,167,,Sold,,,https://www.redfin.com/MT/Great-Falls/1103-9th-Ave-S-59405/home/131937276,MRMLS,22112321,N,Y,47.4955884,-111.2881874,"Greenville County, SC","Greenville, SC"
PAST SALE,September-24-2021,Single Family Residential,1120 9th Ave S,Great Falls,MT,59405,164900,4,2.0,Great Falls,1500,7405,1917,,110,,Sold,,,https://www.redfin.com/MT/Great-Falls/1120-9th-Ave-S-59405/home/132086087,MRMLS,22112070,N,Y,47.4950775,-111.2874428,"Greenville County, SC","Greenville, SC"
PAST SALE,June-17-2022,Single Family Residential,1112 9th Ave S,Great Falls,MT,59405,245000,3,2.0,Great Falls,1742,7405,2005,,141,,Sold,,,https://www.redfin.com/MT/Great-Falls/1112-9th-Ave-S-59405/home/131946128,MRMLS,22204656,N,Y,47.4949762,-111.2878291,"Greenville County, SC","Greenville, SC"
PAST SALE,December-9-2021,Single Family Residential,712 4th Ave S,Great Falls,MT,59405,174900,5,2.0,Great Falls,2240,7405,1912,,78,,Sold,,,https://www.redfin.com/MT/Great-Falls/712-4th-Ave-S-59405/home/132071344,MRMLS,22115364,N,Y,47.5006421,-111.294795,"Greenville County, SC","Greenville, SC"
PAST SALE,November-12-2021,Single Family Residential,208 Glenwood Ct,Great Falls,MT,59405,479900,5,4.0,Great Falls,4014,9583,1983,,120,,Sold,,,https://www.redfin.com/MT/Great-Falls/208-Glenwood-Ct-59405/home/132156185,MRMLS,22115343,N,Y,47.484036,-111.3049854,"Greenville County, SC","Greenville, SC"
